순번,회사명,공장대표주소,업종명,전화번호
873,(주)디에스앤,부산광역시 사하구 하신중앙로53번길 16 (신평동),선박 구성 부분품 제조업,051-207-9391
874,(주)디에스에너지   ,부산광역시 기장군 장안읍 장안산단9로 65,배전반 및 전기 자동제어반 제조업,070-8688-0666
875,(주)디에스에스비,부산광역시 사상구 새벽시장로 141-8 (감전동),비디오 및 기타 영상기기 제조업 외 9종,051-323-9301
876,(주)디에스엠,부산광역시 강서구 화전산단2로133번길 33 (화전동),철도차량 부품 및 관련 장치물 제조업,051-832-0821
877,(주)디에스원 부산공장,부산광역시 강서구 화전산단6로 36 (화전동),그 외 기타 전기장비 제조업 외 5종,051-832-6631
878,(주)디에스이,부산광역시 남구 신선로 227 (용당동),"전기회로 개폐, 보호장치 제조업 외 3종",051-266-8811
879,(주)디에스이엔지,부산광역시 강서구 체육공원로52번길 83 (대저1동),컨베이어장치 제조업 외 1종,051-973-6551
880,(주)디에스케이,부산광역시 영도구 남항남로 24 (남항동3가),선박 구성 부분품 제조업 외 5종,051-417-7800
881,(주)디에스케이,부산광역시 강서구 미음산단5로 11 (미음동),선박 구성 부분품 제조업,051-417-7800
882,(주)디에이씨테크,"부산광역시 해운대구 센텀북대로 60, 17층 1715 (재송동, 센텀 아이에스타워)",기기용 자동측정 및 제어장치 제조업,051-903-9531
883,(주)디에이치공업,부산광역시 사하구 구평동 422-10번지,도장 및 기타 피막처리업,미등록
884,(주)디에이치머티리얼즈 부산지점,"부산광역시 사상구 낙동대로 917(감전동, (주)경부철강)",그 외 기타 금속가공업,051-311-5083
885,(주)디에이치앤솔루션,"부산광역시 사상구 대동로 303, 5층 511호(감전동, 부산디지털밸리아파트형공장)",표면광택제 및 실내가향제 제조업,051-939-7875
886,(주)디에이치오션,부산광역시 남구 신선로 365 (용당동) 부경대학교용당캠퍼스,방송장비 제조업,051-323-0329
887,(주)디에이치오션,"부산광역시 사상구 대동로 303, 503,504호(감전동, 부산디지털밸리아파트형공장)",오락 및 스포츠용 보트 건조업 외 2종,051-323-0329
888,(주)디에이치콘트롤스,부산광역시 강서구 미음국제4로 74 (미음동),산업처리공정 제어장비 제조업 외 4종,051-831-2654
889,(주)디에이치폴리,부산광역시 강서구 가달2로55번길 38 (생곡동),"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1종",051-831-3556
890,(주)디에이치하이드록스,부산광역시 사하구 장림로 132 (장림동),유압기기 제조업 외 6종,051-265-5391
891,(주)디에이치하이드록스,부산광역시 강서구 녹산산단381로12번길 13-21 (송정동),유압기기 제조업,051-265-5391
892,(주)디엔디이,"부산광역시 해운대구 센텀중앙로 48, 7층 706 (우동, 에이스하이테크21)",기타 기관 및 터빈 제조업 외 1종,051-920-2480
893,(주)디엔케이,부산광역시 강서구 낙동남로605번길 24-15 (녹산동),배전반 및 전기 자동제어반 제조업,051-262-0430
894,(주)디엔테크,부산광역시 사상구 장인로20번길 16 (감전동),기타 신발 제조업 외 1종,070-8860-5499
895,(주)디엘시스템,부산광역시 기장군 정관읍 산단5로 76-45,배전반 및 전기 자동제어반 제조업,051-928-1465
896,(주)디엘이엔지,부산광역시 기장군 장안읍 장안산단9로 65,배전반 및 전기 자동제어반 제조업 외 9종,051-728-5533
897,(주)디엘창호,부산광역시 사하구 하신번영로 288(하단동),플라스틱 창호 제조업 외 1종,051-205-1718
898,(주)디엘피,부산광역시 강서구 화전산단6로 71 (화전동),배전반 및 전기 자동제어반 제조업,051-971-9321
899,(주)디엠,부산광역시 강서구 미음산단로92번길 6 (구랑동),"용기 세척, 포장 및 충전기 제조업 외 1종",051-202-2019
900,(주)디엠중공업,부산광역시 사상구 새벽로 53-23(학장동),절삭가공 및 유사처리업 외 9종,051-722-8477
901,(주)디엠텍,부산광역시 강서구 미음산단로403번길 8 (미음동),합금철 제조업 외 1종,055-327-9000
902,(주)디오,"부산광역시 해운대구 센텀서로 66 (우동, (주)DIO)",치과기공물 제조업 외 2종,051-745-7791
903,(주)디오텍,"부산광역시 사하구 낙동대로 301, 212호 (괴정동, 일동지에닌)",그 외 기타 의료용 기기 제조업 외 2종,051-292-6237
904,(주)디와이그린에쎄스,부산광역시 강서구 녹산동 1335-10,선박 구성 부분품 제조업,051-714-5344
905,(주)디와이씨 인터내셔날,"부산광역시 해운대구 센텀5로 41,  엔에스엔 2층 (우동)",가죽의복 제조업,051-523-0763
906,(주)디와이에스엠 부산직영점,부산광역시 강서구 화전산단6로66번길 14 (화전동),절삭가공 및 유사처리업,051-973-1710
907,(주)디와이이엔지,"부산광역시 사상구 새벽로121번길 26 (감전동, 디와이엔지)","탭, 밸브 및 유사장치 제조업 외 2종",051-314-6114
908,(주)디와이팩,부산광역시 사하구 장평로138번길 19 (장림동),기타 인쇄업,051-941-4005
909,(주)디유티코리아,"부산광역시 사하구 다산로208번길 32,  장림월드리치 301호 (장림동) (총 3 필지)","고무, 화학섬유 및 플라스틱 성형기 제조업 외 2종",051-202-0586
910,(주)디유티코리아,부산광역시 강서구 화전산단1로 173 (화전동),"고무, 화학섬유 및 플라스틱 성형기 제조업 외 3종",051-202-0586
911,(주)디이엑스,"부산광역시 남구 황령대로319번길 148,  3층 (대연동)",컴퓨터 모니터 제조업,051-583-2255
912,(주)디자인마인드플러스,부산광역시 사상구 새벽시장로 90 (감전동),간판 및 광고물 제조업,051-931-1259
913,(주)디자인월드,"부산광역시 중구 중구로62번길 8, 1,3층 (대청동3가)",경 인쇄업 외 1종,051-916-1533
914,(주)디자인표현,부산광역시 사하구 낙동남로 1352-1 (하단동),간판 및 광고물 제조업 외 5종,051-292-9922
915,(주)디제이에프,부산광역시 강서구 화전산단6로 59 (화전동),기타 가공 공작기계 제조업 외 1종,051-312-3591
916,(주)디제이에프,부산광역시 강서구 미음산단3로 129 (미음동),금속 단조제품 제조업 외 1종,051-312-3591
917,(주)디케이금속,부산광역시 강서구 미음동 1528-4번지,기타 구조용 금속제품 제조업 외 3종,055-343-9860
918,(주)디케이금속,부산광역시 강서구 범방2로 100 (범방동),금속 캔 및 기타 포장용기 제조업 외 3종,051-343-9860
919,(주)디케이씨,부산광역시 사하구 다산로 203 (다대동),기어 및 동력전달장치 제조업,051-262-1501
920,(주)디케이오스텍,부산광역시 기장군 정관면 농공길 23 ((주)디케이오스텍),그 외 자동차용 신품 부품 제조업 외 4종,051-727-7071
921,(주)디프로매트,부산광역시 강서구 녹산산단261로60번길 19 (송정동),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1종,051-831-4400
922,(주)디피이에이,"부산광역시 사하구 낙동대로550번길 37, 창업관 3층 304호 (하단동, 부산동아대학교승학캠퍼스)","산업용 오븐, 노 및 노용 버너 제조업 외 1종",051-220-7588
923,(주)라미트론,부산광역시 강서구 녹산산업북로 188 (송정동),금속 성형기계 제조업,051-713-3938
924,(주)라엘코리아,부산광역시 기장군 기장읍 청강로 39-1,모조 귀금속 및 모조 장신용품 제조업,051-723-2428
925,(주)라엘코리아,부산광역시 기장군 장안읍 오리 404,모조 귀금속 및 모조 장신용품 제조업,051-723-2428
926,(주)라온케이디,"부산광역시 사하구 다대로354번안길 20, 3층(장림동)","근무복, 작업복 및 유사의복 제조업 외 15종",02-953-3320
927,(주)라온파워인터내셔널,"부산광역시 금정구 공단동로41번길 10, 603호(금사동, 보림팩토피아)",운송장비용 이차전지 제조업 외 1종,051-791-0402
928,(주)라이스베이커리,"부산광역시 해운대구 세실로 87, 101호(좌동, 영진파스타)",빵류 제조업,051-727-9121
929,(주)라이징썬,"부산광역시 금정구 공단동로41번길 10, 3층 309호(금사동, 보림팩토피아)",일반용 전기 조명장치 제조업 외 2종,070-7760-7776
930,(주)라이프앤젬,부산광역시 강서구 과학산단2로19번길 33 (지사동),기체 여과기 제조업,미등록
931,(주)라인테크엔지니어링(부산지점),부산광역시 강서구 과학산단2로19번길 150(지사동),절삭가공 및 유사처리업,031-499-8688
932,(주)라텍,부산광역시 사상구 강변대로532번길 94 (엄궁동),배전반 및 전기 자동제어반 제조업 외 2종,051-312-7711
933,(주)라현,부산광역시 사상구 낙동대로 905 (감전동),그 외 기타 1차 철강 제조업,051-323-9877
934,(주)락피쉬,"부산광역시 서구 원양로 1, B동 5층 503 (암남동, 수산가공선진화단지)",수산동물 냉동품 제조업 외 1종,051-717-3386
935,(주)래치원,부산광역시 사하구 하신중앙로3번가길 38 (장림동),"전기회로 개폐, 보호장치 제조업 외 1종",051-325-6542
936,(주)램프쿡,부산광역시 사하구 장평로 232 (신평동),수동식 식품 가공기기 및 금속 주방용기 제조업,051-201-4179
937,(주)러쉬엔터프라이즈,부산광역시 강서구 화전산단6로114번길 16 (화전동),기체 펌프 및 압축기 제조업,051-413-9733
938,(주)럭스코 부산지점,부산광역시 사하구 하신중앙로3번길 100 (장림동),변압기 제조업 외 5종,051-262-8587
939,(주)럭키,부산광역시 사상구 가야대로196번길 6(학장동),절삭가공 및 유사처리업 외 7종,051-314-0011
940,(주)런텍,부산광역시 강서구 미음산단4로 6 (미음동),"증류기, 열교환기 및 가스발생기 제조업 외 5종",051-831-0718
941,(주)레오테크코리아,부산광역시 기장군 장안읍 정관로 1122-1,기타 무선 통신장비 제조업 외 1종,051-727-2889
942,(주)레오파드,부산광역시 강서구 낙동남로533번길 27 (녹산동),그 외 기타 봉제의복 제조업 외 1종,051-362-1213
943,(주)레인보우에프엔에스,부산광역시 사하구 장림로 78-23 (장림동),기타 식사용 가공처리 조리식품 제조업,ARS-1833-9089
944,(주)렌지메이트,부산광역시 사상구 사상로374번길 15 (덕포동),수동식 식품 가공기기 및 금속 주방용기 제조업,051-333-9599
945,(주)렘코,부산광역시 사상구 낙동대로1446번길 11 (삼락동),유압기기 제조업 외 42종,051-301-6222
946,(주)로드위드,"부산광역시 사상구 대동로 303, 608호(감전동, 부산디지털밸리아파트형공장)",기타 무선 통신장비 제조업,0507-1741-7525
947,(주)로버스텍,부산광역시 강서구 미음산단2로16번길 15 (구랑동),배전반 및 전기 자동제어반 제조업,051-715-7748
948,(주)로보스타비에스디,"부산광역시 기장군 장안읍 명례산단4로 146, 로보스타비에스디",항공기용 부품 제조업 외 2종,051-715-7901
949,(주)로보스타비에스디,부산광역시 기장군 장안읍 명례산단4로 75,그 외 기타 1차 철강 제조업,051-325-2901
950,(주)로보스텍,부산광역시 기장군 장안읍 의과학7로 21,무인 항공기 및 무인 비행장치 제조업,051-977-8155
951,(주)로보테크,부산광역시 사상구 농산물시장로26번길 33 (엄궁동),산업용 로봇 제조업,051-301-6488
952,(주)로스팅코리아  ,부산광역시 기장군 장안읍 오리산단로 161,커피 가공업,070-7765-1000
953,(주)로얄정공 부산지사,"부산광역시 사하구 신산로 120, 3층 307호(신평동)","탭, 밸브 및 유사장치 제조업 외 4종",053-583-8651
954,(주)로코와,부산광역시 강서구 제도로 791 (강동동),주방용 전기기기 제조업,051-973-1090
955,(주)로텍     ,부산광역시 기장군 장안읍 반룡산단로 34 ,"전기회로 개폐, 보호장치 제조업 외 1종",051-527-5001
956,(주)로프캠프,부산광역시 기장군 정관읍 산단5로 76-21,놀이터용 장비 제조업 외 5종,051-728-5618
957,(주)로프캠프 3공장 철재동,부산광역시 기장군 정관읍 산단5로 103-7,육상 금속 골조 구조재 제조업 외 5종,051-727-5615
958,(주)로프캠프 제2공장,부산광역시 기장군 정관읍 산단5로 78,육상 금속 골조 구조재 제조업 외 5종,051-727-5615
959,(주)로프캠프 제3공장 ,부산광역시 기장군 정관읍 산단5로 103-17,육상 금속 골조 구조재 제조업 외 2종,051-727-5615
960,(주)로프캠프인도어,부산광역시 기장군 정관읍 산단7로 7-65,육상 금속 골조 구조재 제조업 외 2종,051-727-5615
961,(주)로프캠프인도어,부산광역시 기장군 정관읍 산단5로 76-29,놀이터용 장비 제조업 외 2종,051-727-5615
962,(주)루메나,부산광역시 기장군 기장읍 석산길 39-5,기타 전기 변환장치 제조업 외 1종,070-5030-1947
963,(주)루메나,부산광역시 기장군 장안읍 명례산단5로 119,기타 가정용 전기기기 제조업 외 1종,051-714-0484
